ID,Site,Source,Habit6,Family,Genus,Species,Sub species,Lat*,Long*,Age<20?,Type of system,Type of system,EcoRegion,MAT,MAR,Tree height (m),Stem diameter at 10 cm height (cm),Stem diameter at 30 cm height (cm),Stem diameter at 50 cm height (cm),Stem diameter at 130 cm height (cm),Total AGB (DW kg),Total BGB (DW kg)_Estimated value based on adjustments to consider stump biomass & root excavation volume 
13797,Zerihun_Roma,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-25.8,148.4,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",18.96,608.63,NA,NA,18.00,NA,16.40,103.58,20.49
13798,Zerihun_Roma,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-25.8,148.4,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",18.96,608.63,NA,NA,24.30,NA,21.90,207.63,44.26
13799,Zerihun_Roma,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-25.8,148.4,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",18.96,608.63,NA,NA,34.80,NA,31.50,755.68,249.91
13800,Zerihun_Roma,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-25.8,148.4,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",18.96,608.63,NA,NA,41.50,NA,39.30,1179.00,300.91
13801,Zerihun_Roma,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-25.8,148.4,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",18.96,608.63,NA,NA,51.50,NA,38.30,974.50,273.69
13802,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,71.10,NA,61.10,2432.12,939.24
13803,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,58.30,NA,49.50,1980.84,377.71
13804,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,54.90,NA,41.60,1137.85,281.87
13805,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,44.10,NA,36.70,961.06,238.65
13806,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,32.60,NA,27.70,430.42,136.21
13807,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,22.30,NA,19.90,229.68,43.96
13808,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,19.20,NA,14.60,117.38,21.56
13809,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,9.50,NA,8.00,16.08,8.03
13810,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,6.90,NA,4.30,5.68,0.79
13811,Zerihun_Rockhampton,"Zerihun, A., Montagu, K.D., Hoffmann, M.B., Bray, S.G. (2006). Patterns of below- and aboveground biomass in eucalyptis populnea woodland communities of northeast Australia along a rainfall gradient. Ecosystems, 9, 501-515; Williams R, Zerihun A, Montagu K, Hoffman M, Hutley L and Chen X (2005). 'Allometry for estimating aboveground tree biomass in tropical and subtropical eucalypt woodlands: towards general predictive equations.' Aust. J. Bot., 53(7), pp. 607-619.",FTree,Myrtaceae,Eucalyptus,populnea,NA,-23.2,150.6,No,Natural,Mulga&Brigalow,"Tropical and Subtropical Grasslands, Savannas and Shrublands",21.87,1069.68,NA,NA,3.20,NA,NA,2.31,0.56
14631,Specht_Morton,"Specht, A. (2000). Techniaal Report Greenhouse Allies Roject. Measurement of carbon sequestration in samll non-industrial forest plantations. See Fig 4. Also in, Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,grandis,NA,-31.5,152.8,Yes,Natural,SubTropForest,Temperate Broadleaf and Mixed Forests,18.00,1481.14,9.78,NA,NA,NA,14.70,76.61,15.49
14632,Specht_Morton,"Specht, A. (2000). Techniaal Report Greenhouse Allies Roject. Measurement of carbon sequestration in samll non-industrial forest plantations. See Fig 4. Also in, Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,grandis,NA,-31.5,152.8,Yes,Natural,SubTropForest,Temperate Broadleaf and Mixed Forests,18.00,1481.14,9.20,NA,NA,NA,11.20,43.62,9.82
14633,Specht_Morton,"Specht, A. (2000). Techniaal Report Greenhouse Allies Roject. Measurement of carbon sequestration in samll non-industrial forest plantations. See Fig 4. Also in, Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,grandis,NA,-31.5,152.8,Yes,Natural,SubTropForest,Temperate Broadleaf and Mixed Forests,18.00,1481.14,9.00,NA,NA,NA,9.00,25.24,7.16
14634,Specht_Morton,"Specht, A. (2000). Techniaal Report Greenhouse Allies Roject. Measurement of carbon sequestration in samll non-industrial forest plantations. See Fig 4. Also in, Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,grandis,NA,-31.5,152.8,Yes,Natural,SubTropForest,Temperate Broadleaf and Mixed Forests,18.00,1481.14,5.55,NA,NA,NA,5.70,10.08,3.00
14635,Specht_Morton,"Specht, A. (2000). Techniaal Report Greenhouse Allies Roject. Measurement of carbon sequestration in samll non-industrial forest plantations. See Fig 4. Also in, Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,grandis,NA,-31.5,152.8,Yes,Natural,SubTropForest,Temperate Broadleaf and Mixed Forests,18.00,1481.14,8.29,NA,NA,NA,8.50,18.89,5.54
14636,Specht_Ebor,"Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,nitens,NA,-30.4,152.4,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.01,1298.04,4.20,NA,NA,NA,7.20,14.23,3.91
14637,Specht_Ebor,"Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,nitens,NA,-30.4,152.4,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.01,1298.04,2.40,NA,NA,NA,2.60,2.12,0.29
14640,Specht_Ebor,"Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,nitens,NA,-30.4,152.4,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.01,1298.04,10.20,NA,NA,NA,13.90,46.37,11.31
14641,Specht_Ebor,"Specht, A., West, P.W. (2003). Estimation of biomass and sequestered carbon on farm forest plantations in northern New South Wales, Australia. Biomass and Bioenergy, 25, 363-379",FTree,Myrtaceae,Eucalyptus,nitens,NA,-30.4,152.4,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.01,1298.04,5.00,NA,NA,NA,10.20,20.28,5.88
15568,Paul_Tallawangra,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melliodora,NA,-32.6,149.4,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,13.37,716.37,16.50,97.50,90.80,86.70,78.90,6364.62,2084.83
15570,Paul_Tallawangra,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,blakleyi,NA,-32.6,149.4,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,13.37,716.37,18.80,101.20,93.50,84.00,71.30,3525.98,1172.52
15571,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,bridgesiana,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,15.3,54.50,48.60,44.50,37.00,814.15,292.74
15572,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,macrorhyncha,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,14.5,55.80,50.80,48.30,43.40,939.33,457.85
15573,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,macrorhyncha,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,20,110.80,96.50,85.50,76.50,3728.42,965.55
15574,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,macrorhyncha,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,16.6,110.40,101.80,95.20,81.30,3463.73,1688.17
15575,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,macrorhyncha,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,16.5,123.11,108.58,95.48,85.21,3859.91,1852.54
15576,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,macrorhyncha,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,16,108.00,103.00,94.40,87.00,3625.42,1071.42
15578,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melliodora,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,23.3,106.00,92.00,81.70,70.40,5103.21,1224.54
15579,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melliodora,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,17.6,92.60,82.20,75.00,72.80,3426.13,1064.80
15580,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melliodora,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,20,133.20,120.40,111.20,92.00,8745.04,1589.03
15581,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,polyanthemos,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,15.8,72.00,68.70,70.00,58.10,3144.57,816.95
15582,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,polyanthemos,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,14.7,101.40,92.70,80.50,63.90,3108.21,728.50
15584,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,polyanthemos,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,18.6,109.70,101.20,91.60,84.20,6385.83,2051.13
15585,Paul_DeepCreek,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,polyanthemos,NA,-35.0,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,16.4,138.00,124.80,113.50,90.10,6510.93,2201.18
15586,Paul_PineIsland,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,globulus,bicostata,-34.4,149.1,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,18.9,79.00,75.00,73.00,64.20,2844.45,738.37
15587,Paul_sanaja3,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,mannifera,NA,-34.9,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,15.4,63.50,63.10,67.40,51.29,951.52,337.55
15589,Paul_sanaja3,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,mannifera,NA,-34.9,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,16,76.00,76.00,78.40,58.71,1795.21,667.93
15590,Paul_sanaja3,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,mannifera,NA,-34.9,149.3,No,Natural,Woodlands,Temperate Broadleaf and Mixed Forests,12.60,671.40,15.5,77.00,72.50,67.70,62.80,2361.99,893.32
15594,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melanophloia,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,18.2,89.30,85.1,83.4,82.60,5787.53,1237.08
15595,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melanophloia,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,18.2,68.00,60.5,59.8,57.10,3033.66,723.62
15596,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,populnea,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,16.4,122.00,98.4,87.8,84.60,4085.38,1111.65
15597,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,populnea,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,21,90.50,85.1,80.9,65.30,3210.13,1188.49
15598,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melanophloia,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,19.5,79.00,73.3,69.5,72.23,3826.26,1728.35
15599,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,populnea,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,17.5,76.40,73.9,71.7,66.50,2712.45,869.13
15600,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melanophloia,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,17,79.80,76.2,75.8,82.90,4615.09,1078.85
15601,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,populnea,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,21,125.50,116.6,110.7,101.51,8293.68,1826.95
15602,Paul_Wallal2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,melanophloia,NA,-26.6,146.2,No,Natural,Regrowth,"Temperate Grasslands, Savannas and Shrublands",20.79,459.20,18.4,110.10,107.2,110.1,97.38,8258.13,3009.02
15603,Paul_Boxvale2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,populnea,NA,-25.4,148.6,No,Natural,Regrowth,"Tropical and Subtropical Grasslands, Savannas and Shrublands",19.16,685.14,20,150.80,139.7,132.2,114.10,5681.96,1461.74
15604,Paul_Boxvale2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,populnea,NA,-25.4,148.6,No,Natural,Regrowth,"Tropical and Subtropical Grasslands, Savannas and Shrublands",19.16,685.14,21.3,137.40,129.8,124.5,112.00,7881.27,2106.14
15605,Paul_Boxvale2,Keryn Paul pers. com.,FTree,Myrtaceae,Eucalyptus,populnea,NA,-25.4,148.6,No,Natural,Regrowth,"Tropical and Subtropical Grasslands, Savannas and Shrublands",19.16,685.14,24,123.60,116.7,115.6,116.40,12217.80,2501.67
15700,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,2.15,NA,NA,NA,NA,4.11,1.68
15702,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,1.65,NA,NA,NA,NA,1.65,0.66
15703,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,NA,NA,NA,NA,NA,2.41,0.80
15704,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,NA,NA,NA,NA,NA,1.86,0.41
15706,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,13.70,20.90,NA,NA,16.00,93.64,12.27
15707,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,12.30,18.20,NA,NA,12.60,54.25,8.50
15708,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,13.50,13.00,NA,NA,10.70,42.92,5.40
15709,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,NA,NA,NA,NA,18.90,39.51,39.45
15710,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,NA,NA,NA,NA,14.60,27.41,23.47
15711,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,NA,NA,NA,NA,13.70,68.14,23.33
15712,O'Grady_Pittwater,"O'Grady A, Worledge D and Battaglia M (2006). 'Above- and below-ground relationships, with particular reference to fine roots, in a young Eucalyptus globulus (Labill.) stand in southern Tasmania.' Trees, 20(5), pp. 531-538.",FTree,Myrtaceae,Eucalyptus,globulus,NA,-42.8,147.5,Yes,Planted,Hardwood Plantation,Temperate Broadleaf and Mixed Forests,12.66,532.70,19.96,27.40,NA,NA,22.50,260.38,28.44
